"Payment_Type","Payment_Installments","Payment_id"
"credit_card",5,32003
"credit_card",1,32004
"boleto",1,32005
"credit_card",4,32006
"credit_card",6,32007
"credit_card",4,32008
"credit_card",3,32009
"credit_card",1,32010
"credit_card",5,32011
"credit_card",5,32012
"credit_card",4,32013
"credit_card",4,32014
"boleto",1,32015
"boleto",1,32016
"boleto",1,32017
"boleto",1,32018
"boleto",1,32019
"boleto",1,32020
"boleto",1,32021
"credit_card",3,32022
"credit_card",1,32023
"credit_card",4,32024
"credit_card",2,32025
"credit_card",2,32026
"boleto",1,32027
"credit_card",3,32028
"boleto",1,32029
"credit_card",1,32030
"boleto",1,32031
"boleto",1,32032
"credit_card",3,32033
"credit_card",8,32034
"boleto",1,32035
"credit_card",1,32036
"credit_card",2,32037
"credit_card",4,32038
"credit_card",1,32039
"credit_card",3,32040
"credit_card",4,32041
"credit_card",3,32042
"credit_card",1,32043
"credit_card",2,32044
"credit_card",1,32045
"credit_card",4,32046
"boleto",1,32047
"credit_card",6,32048
"credit_card",2,32049
"boleto",1,32050
"credit_card",3,32051
"credit_card",4,32052
"credit_card",10,32053
"credit_card",1,32054
"boleto",1,32055
"credit_card",5,32056
"boleto",1,32057
"credit_card",10,32058
"credit_card",4,32059
"credit_card",1,32060
"credit_card",1,32061
"credit_card",2,32062
"credit_card",8,32063
"credit_card",1,32064
"credit_card",7,32065
"credit_card",6,32066
"boleto",1,32067
"credit_card",6,32068
"credit_card",1,32069
"credit_card",2,32070
"credit_card",3,32071
"boleto",1,32072
"boleto",1,32073
"boleto",1,32074
"boleto",1,32075
"credit_card",1,32076
"credit_card",3,32077
"credit_card",2,32078
"credit_card",1,32079
"credit_card",4,32080
"boleto",1,32081
"debit_card",1,32082
"credit_card",7,32083
"credit_card",8,32084
"credit_card",4,32085
"boleto",1,32086
"credit_card",5,32087
"boleto",1,32088
"credit_card",1,32089
"credit_card",9,32090
"credit_card",3,32091
"credit_card",8,32092
"credit_card",1,32093
"credit_card",8,32094
"boleto",1,32095
"credit_card",3,32096
"credit_card",2,32097
"credit_card",2,32098
"credit_card",5,32099
"credit_card",4,32100
"credit_card",2,32101
"credit_card",3,32102
"credit_card",8,32103
"credit_card",4,32104
"credit_card",6,32105
"credit_card",1,32106
"credit_card",6,32107
"credit_card",10,32108
"credit_card",3,32109
"credit_card",3,32110
"credit_card",10,32111
"credit_card",8,32112
"credit_card",1,32113
"credit_card",4,32114
"credit_card",1,32115
"credit_card",7,32116
"credit_card",1,32117
"credit_card",3,32118
"credit_card",5,32119
"credit_card",6,32120
"credit_card",1,32121
"credit_card",6,32122
"credit_card",3,32123
"credit_card",10,32124
"credit_card",1,32125
"credit_card",1,32126
"credit_card",1,32127
"credit_card",3,32128
"credit_card",5,32129
"credit_card",6,32130
"boleto",1,32131
"credit_card",1,32132
"boleto",1,32133
"credit_card",2,32134
"credit_card",1,32135
"credit_card",1,32136
"credit_card",7,32137
"credit_card",3,32138
"credit_card",3,32139
"boleto",1,32140
"boleto",1,32141
"credit_card",4,32142
"credit_card",2,32143
"credit_card",3,32144
"credit_card",8,32145
"credit_card",3,32146
"credit_card",2,32147
"credit_card",1,32148
"credit_card",10,32149
"boleto",1,32150
"boleto",1,32151
"credit_card",5,32152
"credit_card",6,32153
"credit_card",4,32154
"credit_card",1,32155
"credit_card",5,32156
"credit_card",5,32157
"credit_card",1,32158
"boleto",1,32159
"credit_card",1,32160
"boleto",1,32161
"credit_card",2,32162
"credit_card",4,32163
"credit_card",2,32164
"credit_card",2,32165
"credit_card",6,32166
"credit_card",10,32167
"credit_card",1,32168
"boleto",1,32169
"credit_card",3,32170
"credit_card",5,32171
"boleto",1,32172
"credit_card",6,32173
"credit_card",5,32174
"credit_card",3,32175
"credit_card",1,32176
"credit_card",8,32177
"credit_card",3,32178
"credit_card",1,32179
"credit_card",2,32180
"credit_card",10,32181
"credit_card",1,32182
"credit_card",1,32183
"credit_card",7,32184
"credit_card",10,32185
"credit_card",2,32186
"boleto",1,32187
"credit_card",1,32188
"credit_card",1,32189
"credit_card",1,32190
"credit_card",2,32191
"credit_card",4,32192
"credit_card",1,32193
"boleto",1,32194
"debit_card",1,32195
"credit_card",2,32196
"boleto",1,32197
"boleto",1,32198
"credit_card",1,32199
"credit_card",1,32200
"boleto",1,32201
"credit_card",3,32202
"boleto",1,32203
"boleto",1,32204
"credit_card",3,32205
"credit_card",3,32206
"credit_card",6,32207
"credit_card",10,32208
"credit_card",3,32209
"credit_card",8,32210
"credit_card",5,32211
"credit_card",10,32212
"credit_card",3,32213
"credit_card",1,32214
"credit_card",1,32215
"boleto",1,32216
"credit_card",3,32217
"credit_card",3,32218
"credit_card",10,32219
"credit_card",3,32220
"credit_card",8,32221
"boleto",1,32222
"credit_card",8,32223
"credit_card",10,32224
"boleto",1,32225
"credit_card",2,32226
"credit_card",4,32227
"credit_card",7,32228
"credit_card",1,32229
"credit_card",3,32230
"credit_card",10,32231
"credit_card",1,32232
"credit_card",1,32233
"credit_card",3,32234
"credit_card",7,32235
"credit_card",1,32236
"credit_card",2,32237
"credit_card",1,32238
"credit_card",10,32239
"credit_card",1,32240
"boleto",1,32241
"credit_card",5,32242
"credit_card",1,32243
"boleto",1,32244
"credit_card",1,32245
"credit_card",5,32246
"credit_card",6,32247
"credit_card",1,32248
"credit_card",4,32249
"debit_card",1,32250
"credit_card",1,32251
"credit_card",1,32252
"boleto",1,32253
"credit_card",2,32254
"credit_card",5,32255
"credit_card",1,32256
"credit_card",5,32257
"credit_card",5,32258
"credit_card",5,32259
"boleto",1,32260
"credit_card",1,32261
"credit_card",2,32262
"credit_card",4,32263
"boleto",1,32264
"credit_card",4,32265
"credit_card",1,32266
"credit_card",1,32267
"credit_card",2,32268
"credit_card",2,32269
"credit_card",2,32270
"boleto",1,32271
"debit_card",1,32272
"credit_card",2,32273
"credit_card",8,32274
"credit_card",1,32275
"credit_card",10,32276
"credit_card",10,32277
"credit_card",1,32278
"credit_card",8,32279
"credit_card",8,32280
"credit_card",1,32281
"credit_card",6,32282
"boleto",1,32283
"credit_card",2,32284
"credit_card",4,32285
"boleto",1,32286
"credit_card",4,32287
"credit_card",10,32288
"credit_card",1,32289
"credit_card",8,32290
"credit_card",1,32291
"credit_card",1,32292
"credit_card",8,32293
"credit_card",1,32294
"credit_card",1,32295
"credit_card",3,32296
"credit_card",4,32297
"credit_card",4,32298
"credit_card",1,32299
"credit_card",1,32300
"credit_card",5,32301
"credit_card",1,32302
"credit_card",2,32303
"credit_card",6,32304
"credit_card",5,32305
"credit_card",5,32306
"boleto",1,32307
"credit_card",1,32308
"boleto",1,32309
"credit_card",1,32310
"credit_card",6,32311
"credit_card",7,32312
"credit_card",1,32313
"boleto",1,32314
"credit_card",3,32315
"boleto",1,32316
"credit_card",1,32317
"credit_card",2,32318
"credit_card",1,32319
"boleto",1,32320
"credit_card",1,32321
"credit_card",10,32322
"credit_card",3,32323
"credit_card",10,32324
"credit_card",2,32325
"credit_card",5,32326
"credit_card",2,32327
"credit_card",8,32328
"credit_card",2,32329
"boleto",1,32330
"boleto",1,32331
"boleto",1,32332
"credit_card",2,32333
"credit_card",3,32334
"credit_card",1,32335
"boleto",1,32336
"boleto",1,32337
"credit_card",4,32338
"credit_card",8,32339
"credit_card",5,32340
"credit_card",1,32341
"credit_card",3,32342
"credit_card",2,32343
"credit_card",1,32344
"debit_card",1,32345
"boleto",1,32346
"credit_card",2,32347
"credit_card",1,32348
"credit_card",3,32349
"credit_card",7,32350
"boleto",1,32351
"credit_card",8,32352
"credit_card",1,32353
"boleto",1,32354
"credit_card",10,32355
"credit_card",1,32356
"boleto",1,32357
"credit_card",1,32358
"credit_card",3,32359
"credit_card",10,32360
"credit_card",2,32361
"credit_card",1,32362
"boleto",1,32363
"boleto",1,32364
"credit_card",3,32365
"credit_card",2,32366
"boleto",1,32367
"credit_card",3,32368
"credit_card",3,32369
"boleto",1,32370
"credit_card",1,32371
"boleto",1,32372
"boleto",1,32373
"credit_card",1,32374
"boleto",1,32375
"credit_card",4,32376
"credit_card",1,32377
"boleto",1,32378
"credit_card",6,32379
"credit_card",1,32380
"credit_card",1,32381
"credit_card",8,32382
"credit_card",10,32383
"credit_card",6,32384
"credit_card",1,32385
"credit_card",6,32386
"credit_card",1,32387
"credit_card",1,32388
"credit_card",1,32389
"credit_card",1,32390
"credit_card",3,32391
"boleto",1,32392
"credit_card",6,32393
"credit_card",1,32394
"credit_card",1,32395
"credit_card",6,32396
"credit_card",3,32397
"credit_card",4,32398
"credit_card",1,32399
"credit_card",8,32400
"credit_card",1,32401
"credit_card",1,32402
"credit_card",2,32403
"boleto",1,32404
"credit_card",2,32405
"credit_card",6,32406
"credit_card",1,32407
"credit_card",3,32408
"credit_card",2,32409
"boleto",1,32410
"credit_card",1,32411
"boleto",1,32412
"boleto",1,32413
"credit_card",4,32414
"credit_card",1,32415
"credit_card",10,32416
"credit_card",4,32417
"credit_card",4,32418
"credit_card",1,32419
"credit_card",2,32420
"credit_card",2,32421
"boleto",1,32422
"credit_card",6,32423
"credit_card",1,32424
"credit_card",1,32425
"credit_card",10,32426
"credit_card",6,32427
"boleto",1,32428
"boleto",1,32429
"credit_card",1,32430
"credit_card",2,32431
"credit_card",2,32432
"credit_card",1,32433
"boleto",1,32434
"credit_card",1,32435
"credit_card",3,32436
"credit_card",1,32437
"credit_card",2,32438
"credit_card",4,32439
"credit_card",2,32440
"credit_card",10,32441
"credit_card",4,32442
"credit_card",9,32443
"boleto",1,32444
"credit_card",8,32445
"credit_card",1,32446
"credit_card",6,32447
"boleto",1,32448
"credit_card",2,32449
"boleto",1,32450
"boleto",1,32451
"credit_card",10,32452
"credit_card",3,32453
"credit_card",4,32454
"credit_card",1,32455
"credit_card",1,32456
"boleto",1,32457
"credit_card",1,32458
"credit_card",8,32459
"credit_card",6,32460
"credit_card",10,32461
"credit_card",2,32462
"credit_card",6,32463
"credit_card",6,32464
"boleto",1,32465
"credit_card",5,32466
"credit_card",1,32467
"boleto",1,32468
"boleto",1,32469
"credit_card",10,32470
"credit_card",1,32471
"credit_card",3,32472
"boleto",1,32473
"boleto",1,32474
"credit_card",2,32475
"credit_card",8,32476
"credit_card",3,32477
"credit_card",1,32478
"credit_card",1,32479
"credit_card",1,32480
"credit_card",3,32481
"credit_card",1,32482
"credit_card",10,32483
"credit_card",7,32484
"credit_card",1,32485
"credit_card",6,32486
"credit_card",3,32487
"debit_card",1,32488
"credit_card",1,32489
"boleto",1,32490
"credit_card",2,32491
"credit_card",2,32492
"credit_card",1,32493
"credit_card",3,32494
"credit_card",4,32495
"credit_card",2,32496
"credit_card",3,32497
"credit_card",1,32498
"credit_card",2,32499
"credit_card",2,32500
"boleto",1,32501
"credit_card",1,32502
"credit_card",3,32503
"credit_card",1,32504
"boleto",1,32505
"credit_card",5,32506
"credit_card",2,32507
"credit_card",1,32508
"credit_card",1,32509
"boleto",1,32510
"credit_card",3,32511
"credit_card",4,32512
"credit_card",1,32513
"boleto",1,32514
"boleto",1,32515
"credit_card",2,32516
"credit_card",3,32517
"boleto",1,32518
"credit_card",1,32519
"credit_card",12,32520
"credit_card",4,32521
"credit_card",1,32522
"credit_card",1,32523
"credit_card",6,32524
"credit_card",6,32525
"credit_card",4,32526
"credit_card",1,32527
"boleto",1,32528
"boleto",1,32529
"credit_card",1,32530
"credit_card",2,32531
"credit_card",3,32532
"boleto",1,32533
"credit_card",3,32534
"credit_card",1,32535
"credit_card",10,32536
"credit_card",1,32537
"credit_card",1,32538
"boleto",1,32539
"credit_card",2,32540
"credit_card",4,32541
"credit_card",1,32542
"credit_card",2,32543
"boleto",1,32544
"credit_card",2,32545
"credit_card",1,32546
"credit_card",2,32547
"credit_card",1,32548
"boleto",1,32549
"credit_card",2,32550
"credit_card",1,32551
"credit_card",10,32552
"credit_card",5,32553
"boleto",1,32554
"credit_card",2,32555
"credit_card",3,32556
"boleto",1,32557
"credit_card",5,32558
"credit_card",4,32559
"credit_card",1,32560
"credit_card",10,32561
"credit_card",1,32562
"credit_card",1,32563
"credit_card",4,32564
"boleto",1,32565
"credit_card",10,32566
"credit_card",1,32567
"credit_card",1,32568
"credit_card",1,32569
"credit_card",2,32570
"credit_card",3,32571
"credit_card",3,32572
"credit_card",2,32573
"credit_card",4,32574
"credit_card",4,32575
"credit_card",6,32576
"credit_card",4,32577
"credit_card",1,32578
"credit_card",1,32579
"credit_card",3,32580
"boleto",1,32581
"boleto",1,32582
"boleto",1,32583
"credit_card",6,32584
"credit_card",1,32585
"credit_card",7,32586
"credit_card",1,32587
"credit_card",7,32588
"credit_card",10,32589
"credit_card",10,32590
"credit_card",2,32591
"credit_card",5,32592
"credit_card",3,32593
"credit_card",8,32594
"boleto",1,32595
"credit_card",1,32596
"boleto",1,32597
"boleto",1,32598
"boleto",1,32599
"credit_card",7,32600
"credit_card",1,32601
"credit_card",6,32602
"credit_card",2,32603
"credit_card",1,32604
"credit_card",1,32605
"credit_card",1,32606
"boleto",1,32607
"credit_card",5,32608
"credit_card",1,32609
"credit_card",1,32610
"credit_card",3,32611
"credit_card",1,32612
"credit_card",3,32613
"credit_card",1,32614
"credit_card",1,32615
"credit_card",2,32616
"credit_card",3,32617
"credit_card",1,32618
"boleto",1,32619
"credit_card",1,32620
"credit_card",3,32621
"boleto",1,32622
"credit_card",4,32623
"credit_card",4,32624
"credit_card",10,32625
"credit_card",6,32626
"boleto",1,32627
"credit_card",5,32628
"credit_card",5,32629
"credit_card",5,32630
"credit_card",1,32631
"boleto",1,32632
"credit_card",3,32633
"credit_card",2,32634
"boleto",1,32635
"credit_card",2,32636
"credit_card",2,32637
"credit_card",1,32638
"credit_card",1,32639
"credit_card",3,32640
"credit_card",1,32641
"credit_card",6,32642
"credit_card",8,32643
"credit_card",6,32644
"credit_card",3,32645
"boleto",1,32646
"credit_card",2,32647
"credit_card",1,32648
"boleto",1,32649
"credit_card",1,32650
"credit_card",1,32651
"credit_card",2,32652
"credit_card",10,32653
"boleto",1,32654
"boleto",1,32655
"boleto",1,32656
"boleto",1,32657
"credit_card",2,32658
"credit_card",3,32659
"credit_card",8,32660
"credit_card",2,32661
"boleto",1,32662
"boleto",1,32663
"boleto",1,32664
"boleto",1,32665
"credit_card",2,32666
"boleto",1,32667
"credit_card",3,32668
"credit_card",1,32669
"credit_card",10,32670
"credit_card",3,32671
"credit_card",1,32672
"boleto",1,32673
"credit_card",6,32674
"boleto",1,32675
"boleto",1,32676
"credit_card",10,32677
"credit_card",4,32678
"credit_card",1,32679
"credit_card",1,32680
"credit_card",2,32681
"boleto",1,32682
"credit_card",2,32683
"boleto",1,32684
"credit_card",1,32685
"boleto",1,32686
"boleto",1,32687
"credit_card",2,32688
"credit_card",2,32689
"credit_card",1,32690
"credit_card",1,32691
"credit_card",10,32692
"credit_card",1,32693
"credit_card",8,32694
"credit_card",2,32695
"credit_card",1,32696
"credit_card",2,32697
"boleto",1,32698
"credit_card",5,32699
"boleto",1,32700
"boleto",1,32701
"credit_card",10,32702
"credit_card",4,32703
"credit_card",1,32704
"boleto",1,32705
"credit_card",4,32706
"credit_card",1,32707
"credit_card",8,32708
"credit_card",10,32709
"credit_card",2,32710
"credit_card",1,32711
"credit_card",8,32712
"boleto",1,32713
"boleto",1,32714
"credit_card",1,32715
"boleto",1,32716
"boleto",1,32717
"credit_card",4,32718
"boleto",1,32719
"credit_card",8,32720
"credit_card",1,32721
"credit_card",2,32722
"credit_card",3,32723
"boleto",1,32724
"credit_card",5,32725
"credit_card",1,32726
"credit_card",1,32727
"credit_card",8,32728
"credit_card",4,32729
"credit_card",1,32730
"credit_card",1,32731
"credit_card",5,32732
"boleto",1,32733
"credit_card",4,32734
"credit_card",10,32735
"boleto",1,32736
"credit_card",2,32737
"credit_card",3,32738
"credit_card",2,32739
"boleto",1,32740
"boleto",1,32741
"credit_card",5,32742
"credit_card",2,32743
"credit_card",1,32744
"credit_card",2,32745
"credit_card",1,32746
"credit_card",3,32747
"credit_card",3,32748
"boleto",1,32749
"credit_card",4,32750
"credit_card",1,32751
"credit_card",1,32752
"credit_card",4,32753
"credit_card",1,32754
"credit_card",2,32755
"credit_card",1,32756
"credit_card",8,32757
"debit_card",1,32758
"credit_card",1,32759
"credit_card",1,32760
"credit_card",8,32761
"credit_card",8,32762
"boleto",1,32763
"credit_card",8,32764
"credit_card",5,32765
"credit_card",5,32766
"boleto",1,32767
"credit_card",4,32768
"credit_card",5,32769
"boleto",1,32770
"credit_card",3,32771
"credit_card",2,32772
"credit_card",1,32773
"credit_card",8,32774
"credit_card",1,32775
"credit_card",6,32776
"boleto",1,32777
"credit_card",6,32778
"credit_card",4,32779
"credit_card",7,32780
"credit_card",1,32781
"credit_card",4,32782
"boleto",1,32783
"credit_card",1,32784
"boleto",1,32785
"credit_card",1,32786
"credit_card",1,32787
"credit_card",2,32788
"boleto",1,32789
"credit_card",7,32790
"credit_card",4,32791
"credit_card",3,32792
"credit_card",1,32793
"credit_card",1,32794
"credit_card",3,32795
"debit_card",1,32796
"credit_card",2,32797
"boleto",1,32798
"credit_card",1,32799
"credit_card",1,32800
"credit_card",1,32801
"credit_card",2,32802
"boleto",1,32803
"boleto",1,32804
"boleto",1,32805
"credit_card",5,32806
"boleto",1,32807
"credit_card",2,32808
"credit_card",1,32809
"credit_card",1,32810
"credit_card",4,32811
"credit_card",2,32812
"credit_card",15,32813
"boleto",1,32814
"credit_card",3,32815
"boleto",1,32816
"credit_card",2,32817
"credit_card",2,32818
"credit_card",1,32819
"credit_card",1,32820
"boleto",1,32821
"boleto",1,32822
"boleto",1,32823
"credit_card",1,32824
"credit_card",2,32825
"credit_card",1,32826
"boleto",1,32827
"credit_card",1,32828
"credit_card",5,32829
"credit_card",3,32830
"boleto",1,32831
"boleto",1,32832
"credit_card",1,32833
"credit_card",5,32834
"credit_card",5,32835
"credit_card",1,32836
"credit_card",2,32837
"credit_card",2,32838
"credit_card",10,32839
"credit_card",3,32840
"credit_card",1,32841
"credit_card",1,32842
"credit_card",2,32843
"credit_card",2,32844
"credit_card",2,32845
"credit_card",6,32846
"credit_card",1,32847
"credit_card",3,32848
"credit_card",1,32849
"credit_card",2,32850
"credit_card",2,32851
"credit_card",1,32852
"credit_card",2,32853
"credit_card",5,32854
"credit_card",1,32855
"credit_card",6,32856
"credit_card",2,32857
"credit_card",1,32858
"credit_card",9,32859
"credit_card",4,32860
"credit_card",5,32861
"credit_card",1,32862
"credit_card",2,32863
"boleto",1,32864
"boleto",1,32865
"credit_card",3,32866
"credit_card",1,32867
"credit_card",1,32868
"credit_card",1,32869
"boleto",1,32870
"boleto",1,32871
"credit_card",10,32872
"credit_card",1,32873
"credit_card",1,32874
"credit_card",5,32875
"credit_card",5,32876
"boleto",1,32877
"credit_card",8,32878
"credit_card",4,32879
"credit_card",1,32880
"credit_card",1,32881
"credit_card",4,32882
"credit_card",1,32883
"credit_card",3,32884
"boleto",1,32885
"credit_card",2,32886
"boleto",1,32887
"boleto",1,32888
"credit_card",2,32889
"boleto",1,32890
"credit_card",4,32891
"credit_card",2,32892
"credit_card",8,32893
"boleto",1,32894
"credit_card",8,32895
"boleto",1,32896
"credit_card",1,32897
"credit_card",1,32898
"boleto",1,32899
"credit_card",1,32900
"credit_card",1,32901
"credit_card",1,32902
"credit_card",8,32903
"credit_card",1,32904
"credit_card",1,32905
"credit_card",1,32906
"credit_card",10,32907
"credit_card",3,32908
"credit_card",6,32909
"credit_card",1,32910
"debit_card",1,32911
"boleto",1,32912
"credit_card",1,32913
"credit_card",10,32914
"credit_card",4,32915
"credit_card",3,32916
"credit_card",8,32917
"credit_card",10,32918
"credit_card",8,32919
"credit_card",2,32920
"credit_card",1,32921
"credit_card",10,32922
"credit_card",5,32923
"credit_card",4,32924
"credit_card",3,32925
"credit_card",1,32926
"credit_card",1,32927
"credit_card",4,32928
"credit_card",4,32929
"debit_card",1,32930
"credit_card",9,32931
"credit_card",2,32932
"credit_card",2,32933
"credit_card",1,32934
"credit_card",1,32935
"credit_card",3,32936
"credit_card",15,32937
"credit_card",10,32938
"credit_card",1,32939
"credit_card",1,32940
"credit_card",3,32941
"credit_card",1,32942
"credit_card",10,32943
"credit_card",1,32944
"credit_card",1,32945
"credit_card",6,32946
"credit_card",1,32947
"credit_card",4,32948
"boleto",1,32949
"credit_card",2,32950
"credit_card",1,32951
"boleto",1,32952
"boleto",1,32953
"credit_card",4,32954
"credit_card",1,32955
"credit_card",1,32956
"boleto",1,32957
"credit_card",1,32958
"boleto",1,32959
"credit_card",5,32960
"credit_card",4,32961
"credit_card",3,32962
"credit_card",3,32963
"credit_card",5,32964
"boleto",1,32965
"credit_card",2,32966
"credit_card",6,32967
"credit_card",2,32968
"credit_card",1,32969
"credit_card",6,32970
"credit_card",10,32971
"boleto",1,32972
"credit_card",1,32973
"credit_card",4,32974
"credit_card",10,32975
"credit_card",3,32976
"credit_card",7,32977
"credit_card",6,32978
"credit_card",2,32979
"credit_card",2,32980
"credit_card",1,32981
"credit_card",3,32982
"boleto",1,32983
"credit_card",8,32984
"credit_card",2,32985
"boleto",1,32986
"boleto",1,32987
"credit_card",5,32988
"boleto",1,32989
"debit_card",1,32990
"credit_card",3,32991
"credit_card",1,32992
"credit_card",1,32993
"credit_card",1,32994
"credit_card",2,32995
"credit_card",10,32996
"credit_card",10,32997
"credit_card",1,32998
"boleto",1,32999
"boleto",1,33000
"credit_card",3,33001
"credit_card",3,33002
"credit_card",3,33003
"credit_card",1,33004
"credit_card",2,33005
"boleto",1,33006
"credit_card",1,33007
"boleto",1,33008
"credit_card",4,33009
"credit_card",5,33010
"credit_card",8,33011
"boleto",1,33012
"credit_card",2,33013
"credit_card",1,33014
"credit_card",6,33015
"credit_card",1,33016
"credit_card",1,33017
"credit_card",8,33018
"credit_card",3,33019
"credit_card",4,33020
"credit_card",1,33021
"credit_card",2,33022
"credit_card",3,33023
"credit_card",4,33024
"boleto",1,33025
"credit_card",4,33026
"credit_card",1,33027
"credit_card",4,33028
"credit_card",4,33029
"credit_card",2,33030
"credit_card",4,33031
"credit_card",3,33032
"credit_card",8,33033
"boleto",1,33034
"credit_card",1,33035
"credit_card",6,33036
"credit_card",1,33037
"credit_card",1,33038
"credit_card",2,33039
"credit_card",4,33040
"boleto",1,33041
"credit_card",8,33042
"debit_card",1,33043
"credit_card",2,33044
"credit_card",5,33045
"credit_card",6,33046
"credit_card",2,33047
"credit_card",1,33048
"boleto",1,33049
"credit_card",8,33050
"credit_card",2,33051
"boleto",1,33052
"credit_card",3,33053
"credit_card",1,33054
"credit_card",1,33055
"credit_card",2,33056
"credit_card",7,33057
"boleto",1,33058
"credit_card",10,33059
"credit_card",1,33060
"credit_card",2,33061
"credit_card",6,33062
"credit_card",8,33063
"credit_card",1,33064
"credit_card",10,33065
"credit_card",6,33066
"credit_card",1,33067
"credit_card",2,33068
"boleto",1,33069
"boleto",1,33070
"boleto",1,33071
"credit_card",1,33072
"credit_card",8,33073
"boleto",1,33074
"credit_card",2,33075
"boleto",1,33076
"credit_card",7,33077
"boleto",1,33078
"credit_card",1,33079
"credit_card",10,33080
"credit_card",7,33081
"boleto",1,33082
"boleto",1,33083
"credit_card",10,33084
"credit_card",8,33085
"credit_card",4,33086
"credit_card",6,33087
"credit_card",5,33088
"boleto",1,33089
"credit_card",4,33090
"credit_card",4,33091
"credit_card",1,33092
"boleto",1,33093
"credit_card",1,33094
"boleto",1,33095
"credit_card",2,33096
"credit_card",9,33097
"credit_card",5,33098
"credit_card",10,33099
"credit_card",1,33100
"boleto",1,33101
"credit_card",1,33102
"credit_card",1,33103
"credit_card",1,33104
"credit_card",2,33105
"boleto",1,33106
"credit_card",2,33107
"credit_card",1,33108
"credit_card",4,33109
"credit_card",8,33110
"credit_card",1,33111
"credit_card",6,33112
"credit_card",10,33113
"credit_card",3,33114
"credit_card",1,33115
"credit_card",6,33116
"credit_card",8,33117
"credit_card",8,33118
"boleto",1,33119
"credit_card",8,33120
"credit_card",2,33121
"credit_card",1,33122
"credit_card",2,33123
"boleto",1,33124
"credit_card",1,33125
"credit_card",2,33126
"credit_card",2,33127
"credit_card",2,33128
"credit_card",4,33129
"credit_card",4,33130
"credit_card",1,33131
"credit_card",3,33132
"credit_card",2,33133
"credit_card",6,33134
"debit_card",1,33135
"credit_card",1,33136
"boleto",1,33137
"credit_card",1,33138
"boleto",1,33139
"credit_card",4,33140
"credit_card",1,33141
"boleto",1,33142
"boleto",1,33143
"credit_card",1,33144
"boleto",1,33145
"credit_card",2,33146
"credit_card",1,33147
"boleto",1,33148
"boleto",1,33149
"credit_card",8,33150
"credit_card",2,33151
"boleto",1,33152
"credit_card",10,33153
"debit_card",1,33154
"credit_card",7,33155
"credit_card",4,33156
"boleto",1,33157
"credit_card",1,33158
"credit_card",3,33159
"credit_card",3,33160
"credit_card",3,33161
"credit_card",1,33162
"credit_card",4,33163
"boleto",1,33164
"credit_card",1,33165
"credit_card",1,33166
"boleto",1,33167
"credit_card",3,33168
"credit_card",1,33169
"credit_card",4,33170
"credit_card",6,33171
"credit_card",10,33172
"boleto",1,33173
"debit_card",1,33174
"credit_card",10,33175
"credit_card",1,33176
"boleto",1,33177
"credit_card",6,33178
"credit_card",8,33179
"credit_card",6,33180
"credit_card",3,33181
"credit_card",1,33182
"credit_card",3,33183
"credit_card",1,33184
"credit_card",2,33185
"credit_card",3,33186
"boleto",1,33187
"credit_card",1,33188
"credit_card",1,33189
"credit_card",1,33190
"credit_card",4,33191
"credit_card",8,33192
"boleto",1,33193
"credit_card",7,33194
"credit_card",1,33195
"credit_card",3,33196
"credit_card",10,33197
"boleto",1,33198
"boleto",1,33199
"credit_card",3,33200
"credit_card",1,33201
"credit_card",1,33202
"credit_card",1,33203
"boleto",1,33204
"credit_card",5,33205
"credit_card",4,33206
"credit_card",5,33207
"credit_card",3,33208
"boleto",1,33209
"boleto",1,33210
"credit_card",2,33211
"boleto",1,33212
"credit_card",1,33213
"credit_card",2,33214
"credit_card",8,33215
"boleto",1,33216
"credit_card",1,33217
"credit_card",1,33218
"credit_card",5,33219
"credit_card",4,33220
"credit_card",10,33221
"boleto",1,33222
"credit_card",4,33223
"credit_card",4,33224
"credit_card",2,33225
"boleto",1,33226
"boleto",1,33227
"boleto",1,33228
"credit_card",1,33229
"credit_card",7,33230
"boleto",1,33231
"credit_card",10,33232
"credit_card",2,33233
"credit_card",3,33234
"credit_card",1,33235
"credit_card",1,33236
"boleto",1,33237
"credit_card",1,33238
"credit_card",2,33239
"credit_card",8,33240
"boleto",1,33241
"credit_card",2,33242
"credit_card",10,33243
"credit_card",4,33244
"credit_card",10,33245
"boleto",1,33246
"credit_card",10,33247
"credit_card",1,33248
"credit_card",3,33249
"credit_card",2,33250
"boleto",1,33251
"credit_card",8,33252
"boleto",1,33253
"credit_card",4,33254
"boleto",1,33255
"credit_card",1,33256
"credit_card",8,33257
"credit_card",1,33258
"credit_card",10,33259
"credit_card",4,33260
"credit_card",2,33261
"credit_card",5,33262
"credit_card",1,33263
"boleto",1,33264
"credit_card",1,33265
"credit_card",1,33266
"credit_card",4,33267
"credit_card",1,33268
"credit_card",2,33269
"credit_card",2,33270
"credit_card",8,33271
"credit_card",3,33272
"credit_card",7,33273
"credit_card",1,33274
"credit_card",1,33275
"credit_card",5,33276
"boleto",1,33277
"boleto",1,33278
"credit_card",1,33279
"credit_card",2,33280
"boleto",1,33281
"credit_card",3,33282
"boleto",1,33283
"credit_card",3,33284
"boleto",1,33285
"credit_card",3,33286
"credit_card",4,33287
"boleto",1,33288
"credit_card",8,33289
"debit_card",1,33290
"boleto",1,33291
"credit_card",1,33292
"credit_card",2,33293
"credit_card",1,33294
"debit_card",1,33295
"credit_card",8,33296
"credit_card",10,33297
