"High_Consumer_Employee","Total_Employees","Payment_Date","Departament_id"
"3","8","20160813",2
"3","8","20160910",2
"1","5","20181006",2
"6","22","20170909",3
"8","19","20190209",3
"5","16","20130831",5
"3","12","20140301",5
"2","12","20140830",5
"1","11","20150606",5
"1","9","20170909",5
"2","9","20190209",5
"0","5","20140621",6
"0","5","20140705",6
"0","2","20160702",6
"0","2","20160813",6
"0","2","20160910",6
"0","6","20181103",6
"0","7","20181215",6
"0","1","20131012",7
"0","1","20160102",7
"0","1","20160326",7
"0","1","20161119",7
"0","1","20170826",7
"0","4","20150912",8
"0","3","20180407",8
"0","4","20181006",8
"0","4","20190126",8
"0","3","20190629",8
"4","16","20131207",9
"7","16","20140426",9
"6","16","20140510",9
"2","10","20161217",9
"2","8","20170603",9
"1","8","20170617",9
"0","6","20171021",9
"4","7","20180714",9
"2","5","20190713",9
"2","5","20190727",9
"3","5","20140118",10
"0","1","20190126",10
"3","23","20140802",11
"4","22","20140830",11
"3","22","20150606",11
"5","21","20150801",11
"5","20","20150815",11
"3","18","20161008",11
"0","13","20180324",11
"2","13","20180908",11
"2","12","20190810",11
"21","157","20140412",12
"17","120","20150926",12
"17","120","20151010",12
"17","118","20151107",12
"16","94","20161231",12
"18","89","20170408",12
"10","70","20180630",12
"7","30","20130831",13
"8","30","20140301",13
"8","29","20140802",13
"9","29","20140830",13
"10","29","20150606",13
"8","28","20150815",13
"11","28","20151205",13
"6","23","20180324",13
"4","21","20180908",13
"5","19","20190810",13
"0","3","20160827",14
"0","3","20190713",14
"1","3","20160409",15
"1","4","20190420",15
"0","2","20140816",17
"0","1","20160618",17
"0","1","20170923",17
"0","1","20180224",17
"0","2","20180922",17
"0","2","20190112",17
"0","2","20190309",17
"17","76","20130831",18
"11","69","20140830",18
"11","50","20180505",18
"11","50","20180602",18
"2","14","20140315",19
"2","15","20150718",19
"2","15","20150801",19
"2","15","20150815",19
"2","14","20161008",19
"1","9","20180421",19
"1","9","20181103",19
"1","8","20190810",19
"0","5","20151107",20
"0","3","20170909",20
"0","4","20190209",20
"0","5","20140719",21
"0","6","20170520",21
"0","6","20170603",21
"0","5","20180224",21
"1","5","20180519",21
"0","1","20130831",22
"0","1","20140301",22
"0","1","20150620",22
"16","67","20150214",24
"19","61","20160312",24
"12","55","20170225",24
"8","51","20171007",24
"8","40","20190420",24
"16","151","20170325",25
"18","149","20170422",25
"22","146","20170701",25
"13","97","20190504",25
"11","28","20131026",27
"6","19","20170311",27
"5","19","20170812",27
"7","16","20180811",27
"2","9","20131012",29
"0","9","20150523",29
"1","5","20161203",29
"1","5","20170114",29
"3","5","20190126",29
"0","3","20161022",30
"0","1","20140118",1
"0","1","20140412",1
"0","2","20140719",1
"4","9","20140426",2
"4","9","20140510",2
"3","8","20151010",2
"1","6","20180310",2
"1","5","20180714",2
"3","23","20140201",3
"5","20","20140913",3
"6","21","20180113",3
"9","21","20181117",3
"11","20","20181201",3
"8","20","20190518",3
"2","12","20140913",5
"2","8","20161217",5
"2","9","20180113",5
"2","8","20190601",5
"0","5","20140510",6
"0","5","20150131",6
"0","6","20180127",6
"0","1","20141108",7
"0","1","20151121",7
"0","2","20180407",7
"0","7","20140329",8
"0","4","20150926",8
"0","3","20170311",8
"4","12","20150228",9
"2","11","20160702",9
"2","9","20170225",9
"2","9","20170422",9
"1","7","20170715",9
"4","7","20180519",9
"3","6","20190406",9
"0","2","20160702",10
"0","2","20170826",10
"0","1","20180811",10
"0","1","20181215",10
"5","21","20150912",11
"4","20","20160423",11
"1","13","20180210",11
"1","12","20181201",11
"19","146","20140816",12
"17","118","20151024",12
"16","115","20160130",12
"17","112","20160521",12
"7","62","20180922",12
"8","29","20140913",13
"9","28","20150912",13
"5","24","20170923",13
"5","21","20181201",13
"5","19","20190518",13
"0","4","20130914",14
"1","5","20140927",14
"0","5","20150117",14
"0","5","20150314",14
"0","5","20150620",14
"0","3","20161022",14
"0","3","20170603",14
"0","3","20170617",14
"0","3","20190223",14
"0","7","20131109",15
"1","5","20141025",15
"0","5","20150523",15
"0","4","20151121",15
"0","3","20160116",15
"1","3","20160227",15
"1","2","20160924",15
"2","3","20190309",15
"0","2","20130831",17
"0","2","20140301",17
"0","1","20161231",17
"0","1","20170325",17
"0","1","20170506",17
"0","1","20180505",17
"0","2","20181215",17
"17","76","20130914",18
"11","70","20140816",18
"10","69","20140927",18
"12","66","20150620",18
"5","54","20170617",18
"10","48","20180922",18
"2","14","20131109",19
"3","13","20141025",19
"2","15","20150523",19
"3","14","20160116",19
"2","12","20170114",19
"1","12","20171007",19
"1","7","20190309",19
"0","6","20140913",20
"0","4","20161217",20
"0","4","20180113",20
"0","4","20181006",20
"0","4","20190126",20
"0","4","20190601",20
"1","5","20140104",21
"0","5","20140607",21
"0","5","20140705",21
"1","5","20190629",21
"0","1","20151010",22
"0","1","20160213",22
"0","1","20180127",22
"0","1","20190112",22
"20","76","20140816",24
"17","64","20151024",24
"19","64","20160130",24
"15","60","20160521",24
"7","42","20180922",24
"15","234","20140510",25
"22","187","20151010",25
"22","165","20160423",25
"25","112","20180127",25
"20","101","20190112",25
"11","27","20131123",27
"11","27","20131207",27
"6","25","20140705",27
"5","23","20160227",27
"7","16","20190126",27
"1","9","20140315",29
"2","9","20150103",29
"2","7","20160326",29
"2","5","20171021",29
"0","4","20180310",29
"2","5","20190420",29
"0","2","20150926",30
"27","91","20140201",31
"25","74","20151219",31
"0","1","20160716",1
"0","1","20160730",1
"0","1","20160924",1
"0","1","20180825",1
"3","8","20160227",2
"4","8","20160409",2
"4","8","20160507",2
"1","6","20180113",2
"1","4","20190713",2
"1","4","20190727",2
"6","22","20150718",3
"6","21","20150801",3
"6","22","20151107",3
"7","23","20170225",3
"3","12","20140329",5
"2","12","20140510",5
"2","10","20150815",5
"2","10","20151010",5
"1","8","20160423",5
"2","8","20161008",5
"2","10","20171021",5
"1","9","20180630",5
"0","5","20140315",6
"0","1","20131026",7
"0","1","20140719",7
"0","1","20140927",7
"0","1","20150117",7
"0","1","20171216",7
"1","2","20180616",7
"0","2","20190629",7
"0","7","20131123",8
"0","4","20151219",8
"0","3","20161105",8
"0","4","20180519",8
"0","4","20190406",8
"6","16","20140705",9
"4","6","20181006",9
"4","6","20181201",9
"4","6","20190209",9
"0","6","20131026",10
"1","4","20140719",10
"1","4","20140927",10
"1","4","20150117",10
"0","2","20171216",10
"0","1","20180210",10
"0","1","20180616",10
"0","1","20190223",10
"0","1","20190629",10
"3","22","20141108",11
"3","20","20160604",11
"3","19","20160910",11
"4","18","20170211",11
"3","17","20170729",11
"2","13","20181020",11
"2","12","20190309",11
"21","144","20141206",12
"16","115","20160116",12
"15","115","20160227",12
"17","115","20160409",12
"19","114","20160507",12
"11","69","20180113",12
"5","58","20190727",12
"12","29","20160409",13
"9","25","20170715",13
"5","19","20190727",13
"0","3","20160730",14
"0","3","20161105",14
"0","3","20171230",14
"0","3","20181103",14
"0","3","20181215",14
"0","6","20140412",15
"1","5","20140816",15
"0","5","20150425",15
"0","4","20170408",15
"0","4","20170603",15
"0","2","20130914",17
"0","2","20131012",17
"0","2","20140118",17
"0","2","20140215",17
"0","2","20150411",17
"0","1","20170128",17
"0","1","20170603",17
"0","1","20180127",17
"0","2","20181229",17
"20","75","20131109",18
"13","66","20150523",18
"6","53","20170826",18
"12","49","20180811",18
"2","14","20140104",19
"3","14","20140412",19
"2","13","20140816",19
"2","15","20150425",19
"1","12","20170408",19
"1","8","20180922",19
"1","7","20190518",19
"0","6","20140329",20
"0","5","20150815",20
"0","5","20151010",20
"0","5","20160813",20
"0","5","20161008",20
"0","4","20180630",20
"0","4","20150214",21
"0","6","20170422",21
"0","5","20171007",21
"0","4","20171202",21
"1","5","20190615",21
"0","1","20140201",22
"0","1","20140621",22
"0","1","20160827",22
"0","1","20170617",22
"0","1","20180505",22
"0","1","20190601",22
"19","79","20131207",24
"16","68","20150509",24
"19","63","20160227",24
"10","54","20170520",24
"6","48","20180224",24
"18","244","20131123",25
"13","239","20140201",25
"13","230","20140621",25
"19","150","20160827",25
"19","148","20161105",25
"22","112","20180421",25
"24","112","20180505",25
"1","3","20131026",1
"0","1","20150117",1
"0","1","20150228",1
"0","3","20150829",1
"1","6","20180407",2
"3","25","20131026",3
"6","20","20141122",3
"6","23","20170311",3
"9","20","20180811",3
"3","12","20140201",5
"3","11","20141220",5
"1","8","20151121",5
"2","8","20161105",5
"2","10","20171104",5
"1","9","20180421",5
"0","6","20130928",6
"0","5","20150411",6
"0","4","20150912",6
"0","2","20160326",6
"0","2","20160618",6
"0","7","20190629",6
"0","1","20170715",7
"0","6","20150131",8
"0","4","20160423",8
"0","4","20160813",8
"0","4","20160910",8
"4","12","20151205",9
"3","9","20170325",9
"2","5","20140412",10
"2","5","20140705",10
"0","2","20151107",10
"0","2","20161022",10
"0","2","20170408",10
"0","1","20181201",10
"4","24","20140201",11
"3","22","20141025",11
"3","22","20150314",11
"5","21","20150704",11
"1","13","20180505",11
"18","89","20170422",12
"18","88","20170701",12
"14","74","20171202",12
"6","58","20190323",12
"8","29","20140927",13
"8","29","20141122",13
"10","28","20151024",13
"12","29","20160604",13
"6","23","20180224",13
"6","23","20180602",13
"1","4","20160312",14
"0","3","20170826",14
"0","3","20180616",14
"0","5","20150228",15
"0","4","20150829",15
"0","2","20131109",17
"0","1","20180728",17
"14","72","20140201",18
"9","68","20150103",18
"11","64","20150801",18
"12","59","20160213",18
"11","50","20180421",18
"10","48","20181103",18
"2","14","20140301",19
"2","15","20150606",19
"2","15","20150620",19
"3","15","20150912",19
"3","14","20151205",19
"2","13","20170812",19
"1","9","20180602",19
"0","6","20131123",20
"0","6","20131221",20
"0","6","20140118",20
"0","6","20140201",20
"0","6","20141220",20
"0","5","20151121",20
"0","5","20161105",20
"1","4","20170506",20
"0","3","20171104",20
"0","4","20181229",20
"1","5","20140301",21
"1","5","20140426",21
"0","5","20140802",21
"0","5","20141206",21
"0","4","20150606",21
"0","6","20151205",21
"0","6","20160116",21
"0","6","20160507",21
"0","6","20170617",21
"0","5","20180324",21
"1","5","20180714",21
"1","5","20180908",21
"1","5","20181215",21
"0","1","20140719",22
"0","1","20140927",22
"0","1","20151024",22
"0","1","20160910",22
"0","1","20171021",22
"0","1","20180224",22
"17","67","20150704",24
"16","59","20160827",24
"8","48","20171118",24
"17","244","20131207",25
"16","232","20140524",25
"16","214","20141108",25
"18","146","20161231",25
"18","146","20170211",25
"22","122","20170923",25
"23","113","20180310",25
"10","27","20131221",27
"8","24","20150103",27
"6","23","20150801",27
"4","23","20151121",27
"6","23","20160213",27
"6","17","20180113",27
"1","5","20170715",29
"0","2","20140621",30
"0","4","20170114",30
"16","81","20150425",31
"16","80","20150704",31
"2","6","20140201",33
"3","6","20141025",33
"2","6","20161119",33
"2","6","20161203",33
"1","6","20141122",34
"0","3","20150523",34
"1","4","20170311",34
"1","2","20180811",34
"0","1","20140426",1
"0","1","20180714",1
"4","9","20140329",2
"4","9","20150314",2
"3","8","20150704",2
"3","8","20150718",2
"3","24","20131207",3
"5","20","20141011",3
"5","21","20160312",3
"8","23","20170520",3
"10","22","20181020",3
"6","18","20131123",5
"1","8","20160409",5
"1","8","20160716",5
"2","8","20190420",5
"2","8","20190713",5
"2","7","20190727",5
"0","5","20140927",6
"0","4","20150926",6
"0","4","20151024",6
"0","2","20160521",6
"0","4","20170617",6
"0","1","20141025",7
"0","1","20141206",7
"0","1","20160702",7
"0","1","20171007",7
"1","2","20181215",7
"1","2","20190406",7
"0","7","20131221",8
"0","3","20180210",8
"0","3","20180310",8
"3","12","20150829",9
"2","12","20150926",9
"2","10","20160813",9
"1","7","20170812",9
"1","4","20141011",10
"0","2","20160409",10
"0","2","20160730",10
"0","2","20170715",10
"5","24","20140118",11
"5","23","20140412",11
"4","22","20140816",11
"4","17","20170408",11
"25","159","20131026",12
"26","159","20140104",12
"15","76","20171021",12
"9","29","20140524",13
"8","23","20171216",13
"6","23","20180310",13
"6","20","20190209",13
"6","19","20190615",13
"5","19","20190629",13
"0","4","20131026",14
"1","4","20140104",14
"0","5","20150815",14
"1","5","20151010",14
"0","3","20171021",14
"0","5","20150509",15
"1","2","20160813",15
"0","3","20170325",15
"1","4","20180224",15
"0","2","20141011",17
"0","1","20160312",17
"0","1","20160604",17
"0","2","20181020",17
"15","74","20131221",18
"10","57","20161203",18
"8","51","20180127",18
"3","13","20141108",19
"3","14","20160507",19
"2","12","20170211",19
"0","6","20140621",20
"0","5","20160409",20
"0","4","20190420",20
"0","4","20190713",20
"0","4","20150117",21
"0","4","20180113",21
"1","5","20180602",21
"2","5","20190504",21
"1","5","20190601",21
"0","1","20130928",22
"0","1","20150411",22
"0","1","20150829",22
"0","1","20170909",22
"25","82","20130914",24
"19","81","20131012",24
"18","64","20151107",24
"14","56","20161203",24
"9","55","20170603",24
"7","48","20180310",24
"9","44","20180728",24
"6","40","20190209",24
"14","237","20140329",25
"16","215","20140927",25
"22","187","20150926",25
"23","185","20151024",25
"18","146","20170128",25
"8","27","20140201",27
"5","24","20140913",27
"6","18","20170325",27
"7","15","20190713",27
"1","5","20161217",29
"1","5","20170701",29
"1","4","20180505",29
"2","5","20181201",29
"2","5","20190518",29
"0","2","20141206",30
"0","2","20150411",30
"0","3","20151121",30
"0","3","20160702",30
"0","4","20160716",30
"0","3","20160730",30
"1","4","20170715",30
"1","4","20171104",30
"1","3","20171230",30
"1","4","20190112",30
"1","3","20190406",30
"25","92","20131123",31
"27","71","20160716",31
"24","70","20160924",31
"23","69","20161105",31
"16","57","20171104",31
"14","49","20181006",31
"14","47","20190406",31
"1","6","20131012",33
"1","6","20140510",33
"2","6","20150411",33
"1","3","20130928",1
"0","2","20140607",1
"0","1","20161022",1
"4","9","20141122",2
"4","9","20141220",2
"4","9","20150228",2
"3","7","20161008",2
"1","6","20170506",2
"5","21","20140621",3
"5","21","20140802",3
"5","20","20141206",3
"6","21","20160702",3
"8","23","20180324",3
"11","20","20181215",3
"8","19","20190406",3
"2","12","20140621",5
"2","11","20141206",5
"1","8","20160702",5
"1","8","20160730",5
"2","8","20190406",5
"0","5","20150228",6
"0","3","20150815",6
"0","3","20161008",6
"0","6","20171118",6
"0","7","20190810",6
"0","1","20140524",7
"0","1","20151205",7
"0","1","20160312",7
"0","1","20160716",7
"0","1","20160730",7
"0","7","20140104",8
"0","6","20141025",8
"0","6","20150425",8
"0","5","20150704",8
"0","3","20171007",8
"3","11","20160213",9
"2","11","20161022",9
"2","6","20180113",9
"3","6","20190223",9
"2","5","20190601",9
"3","5","20140201",10
"0","3","20150704",10
"0","2","20161217",10
"0","2","20171007",10
"3","22","20141206",11
"3","20","20160702",11
"2","20","20160813",11
"3","17","20170701",11
"2","13","20190504",11
"2","13","20190615",11
"20","146","20140830",12
"25","138","20150606",12
"16","115","20160312",12
"17","111","20160716",12
"18","90","20170225",12
"6","58","20190420",12
"7","30","20131012",13
"8","29","20141206",13
"10","28","20151107",13
"11","28","20160326",13
"12","29","20161203",13
"13","28","20170408",13
"8","24","20170826",13
"5","23","20180630",13
"2","5","20140719",14
"0","3","20160910",14
"0","3","20170422",14
"0","3","20170520",14
"0","3","20171202",14
"0","3","20190323",14
"0","5","20150411",15
"0","4","20160102",15
"1","3","20161231",15
"0","4","20170520",15
"1","3","20180630",15
"0","2","20131026",17
"0","2","20140201",17
"0","2","20141025",17
"0","2","20150523",17
"0","1","20160227",17
"0","1","20170729",17
"0","1","20171007",17
"17","74","20131012",18
"13","72","20140412",18
"13","67","20150411",18
"12","60","20160102",18
"9","59","20160326",18
"4","54","20170408",18
"12","50","20180630",18
"3","14","20140329",19
"2","13","20141220",19
"3","14","20160910",19
"2","12","20170128",19
"0","12","20170506",19
"2","12","20170701",19
"1","11","20171202",19
"1","8","20181229",19
"1","7","20190323",19
"1","7","20190504",19
"0","5","20160716",20
"0","5","20160730",20
"0","4","20190406",20
"1","5","20140118",21
"0","6","20170311",21
"1","5","20180825",21
"0","1","20131012",22
"0","1","20150328",22
"0","1","20151107",22
"0","1","20161203",22
"0","1","20180630",22
"16","66","20150411",24
"20","65","20160102",24
"19","61","20160326",24
"10","45","20180630",24
"17","212","20141220",25
"22","160","20161008",25
"17","149","20170506",25
"18","100","20181229",25
"8","23","20150411",27
"5","23","20160409",27
"7","22","20160730",27
"7","19","20161231",27
"5","15","20180224",27
"3","9","20130831",29
"1","9","20140301",29
"1","9","20140816",29
"1","3","20130914",1
"1","3","20131012",1
"0","1","20170603",1
"3","8","20151024",2
"3","8","20151205",2
"3","8","20160130",2
"2","24","20131123",3
"5","21","20140705",3
"5","22","20160326",3
"6","22","20170715",3
"9","23","20180421",3
"10","21","20190126",3
"7","21","20190420",3
"7","18","20190727",3
"3","12","20140315",5
"2","12","20141011",5
"1","8","20160604",5
"2","10","20181020",5
"0","5","20140329",6
"0","5","20150314",6
"0","4","20150718",6
"0","3","20161022",6
"0","4","20170311",6
"0","1","20131109",7
"0","1","20150328",7
"0","1","20160213",7
"1","2","20180811",7
"1","2","20190309",7
"0","6","20141220",8
"0","4","20151107",8
"0","3","20180127",8
"0","3","20180324",8
"0","4","20190209",8
"3","11","20151219",9
"2","6","20170909",9
"1","4","20141108",10
"0","3","20150411",10
"0","2","20151121",10
"3","23","20140719",11
"3","22","20140927",11
"4","21","20150620",11
"3","17","20170617",11
"1","16","20171021",11
"1","13","20180616",11
"20","156","20140426",12
"24","156","20140802",12
"19","142","20150103",12
"17","96","20161203",12
"10","70","20180714",12
"11","68","20180908",12
"7","29","20140705",13
"7","29","20150103",13
"6","19","20190420",13
"1","4","20131221",14
"1","5","20140621",14
"0","3","20171118",14
"0","3","20180127",14
"0","3","20180324",14
"0","5","20150328",15
"0","4","20170506",15
"1","4","20180407",15
"2","4","20181215",15
"0","1","20160716",17
"0","1","20160730",17
"0","1","20160924",17
"0","2","20181103",17
"17","75","20131026",18
"5","52","20171216",18
"9","50","20180210",18
"9","45","20190615",18
"2","16","20150214",19
"1","12","20170422",19
"1","9","20180407",19
"0","6","20140315",20
"0","6","20141122",20
"0","5","20160604",20
"0","6","20161231",21
"0","6","20170701",21
"0","5","20170923",21
"1","5","20190518",21
"0","1","20150704",22
"0","1","20160102",22
"0","1","20161022",22
"17","78","20140426",24
"18","78","20140802",24
"17","67","20150131",24
"17","68","20150606",24
"9","48","20171202",24
"10","44","20180714",24
"7","42","20180908",24
"6","40","20190223",24
"15","206","20150314",25
"20","197","20150620",25
"20","197","20150704",25
"20","195","20150718",25
"21","180","20160102",25
"17","148","20161022",25
"7","24","20141122",27
"5","19","20170701",27
"6","16","20181201",27
"1","9","20140913",29
"0","4","20180113",29
"1","4","20180602",29
"2","5","20190504",29
"0","2","20131109",30
"0","2","20141011",30
"0","2","20150523",30
"0","3","20160423",30
"0","4","20160910",30
"1","3","20170729",30
"1","3","20170826",30
"1","3","20180811",30
"1","3","20181020",30
"1","3","20190323",30
"31","88","20140719",31
"27","72","20160604",31
"18","60","20170729",31
"14","57","20170826",31
"14","49","20181020",31
"14","47","20190309",31
"1","6","20140329",33
"2","6","20150912",33
"1","6","20160102",33
"1","6","20160423",33
"2","6","20160910",33
"0","2","20140816",1
"0","3","20150620",1
"4","9","20140802",2
"4","9","20150606",2
"3","8","20150815",2
"1","6","20171118",2
"1","6","20180324",2
"1","5","20180908",2
"7","22","20161231",3
"7","23","20170325",3
"7","16","20190713",3
"7","16","20190810",3
"2","8","20161231",5
"1","8","20170325",5
"2","10","20181215",5
"2","7","20190810",5
"0","5","20140802",6
"0","5","20140830",6
"0","5","20141220",6
"0","4","20150606",6
"0","4","20170225",6
"0","6","20171202",6
"0","6","20180324",6
"0","6","20180908",6
"0","7","20181229",6
"0","7","20190323",6
"0","1","20150411",7
"0","1","20150801",7
"0","1","20160409",7
"0","1","20180224",7
"0","6","20140927",8
"0","6","20150314",8
"0","5","20150718",8
"0","4","20151024",8
"0","4","20160521",8
"0","3","20170617",8
"4","12","20151121",9
"2","11","20160618",9
"2","6","20171230",9
"4","6","20190112",9
"3","6","20190309",9
"1","6","20131109",10
"1","4","20141025",10
"0","3","20150523",10
"0","2","20160116",10
"0","2","20170114",10
"3","24","20131012",11
"4","21","20151107",11
"3","17","20161203",11
"1","13","20180630",11
"2","13","20180728",11
"2","12","20190209",11
"23","156","20140719",12
"9","70","20180616",12
"9","26","20170701",13
"5","23","20180505",13
"7","19","20190504",13
"1","4","20140329",14
"0","3","20170128",14
"0","3","20181229",14
"1","5","20141011",15
"1","3","20160716",15
"1","2","20160730",15
"1","3","20161105",15
"0","5","20170715",15
"0","4","20171104",15
"2","4","20180811",15
"2","4","20181020",15
"1","3","20190406",15
"0","2","20140913",17
"0","2","20150509",17
"0","1","20161217",17
"0","1","20170114",17
"0","2","20190518",17
"11","61","20151205",18
"4","53","20170311",18
"2","13","20140830",19
"2","16","20150228",19
"2","14","20161119",19
"1","12","20170826",19
"1","9","20180519",19
"1","8","20180908",19
"0","4","20161231",20
"1","4","20170520",20
"0","4","20181215",20
"0","4","20190810",20
"1","5","20131221",21
"1","5","20140315",21
"0","5","20150103",21
"0","6","20160326",21
"0","6","20160827",21
"1","5","20180421",21
"1","5","20181103",21
"0","1","20141206",22
"0","1","20160813",22
"0","1","20170812",22
"0","1","20190615",22
"16","77","20140118",24
"19","76","20140412",24
"19","81","20140524",24
"18","67","20151205",24
"12","55","20170311",24
"9","55","20170408",24
"18","224","20140802",25
"17","219","20140830",25
"14","207","20150228",25
"22","200","20150606",25
"20","188","20150815",25
"20","146","20170225",25
"20","115","20171118",25
"24","115","20171202",25
"23","115","20180324",25
"26","111","20180519",25
"22","110","20180908",25
"17","99","20190323",25
"7","25","20140719",27
"6","23","20160312",27
"6","22","20160716",27
"6","19","20161105",27
"7","18","20170520",27
"5","19","20171104",27
"7","16","20181020",27
"7","15","20190420",27
"2","9","20140607",29
"1","5","20171216",29
"2","5","20190629",29
"0","2","20150328",30
"0","1","20160702",1
"0","1","20170701",1
"0","1","20180519",1
"4","9","20140830",2
"4","9","20141025",2
"4","9","20150103",2
"3","8","20151121",2
"2","6","20161119",2
"1","6","20180421",2
"1","4","20190420",2
"5","22","20140412",3
"5","20","20140816",3
"5","23","20151219",3
"8","22","20170408",3
"9","22","20180922",3
"2","12","20141108",5
"2","10","20150926",5
"1","8","20160521",5
"1","8","20160813",5
"2","8","20170211",5
"1","9","20170520",5
"1","9","20180407",5
"0","5","20150214",6
"0","5","20150425",6
"0","2","20160827",6
"0","6","20170715",6
"0","1","20140426",7
"0","1","20140830",7
"0","1","20150606",7
"1","2","20180602",7
"1","2","20180714",7
"1","2","20180908",7
"1","2","20181117",7
"0","2","20190810",7
"0","7","20130831",8
"0","7","20130914",8
"0","4","20180505",8
"3","12","20150214",9
"4","6","20180825",9
"2","5","20140524",10
"0","2","20151024",10
"0","2","20151205",10
"0","2","20160604",10
"3","24","20130928",11
"5","23","20140329",11
"2","13","20190629",11
"22","158","20140201",12
"26","142","20150328",12
"17","117","20151205",12
"9","70","20180602",12
"4","59","20181117",12
"9","30","20140118",13
"1","5","20140607",14
"1","4","20151219",14
"0","3","20190601",14
"1","6","20140621",15
"0","4","20141206",15
"1","3","20190615",15
"0","2","20150328",17
"10","61","20151010",18
"11","59","20160813",18
"10","57","20161231",18
"6","53","20170211",18
"5","55","20170701",18
"5","52","20170923",18
"10","50","20180407",18
"7","45","20190518",18
"3","13","20141011",19
"1","8","20190615",19
"0","6","20140524",20
"0","6","20141108",20
"0","5","20151024",20
"0","5","20160521",20
"0","4","20170211",20
"0","4","20180407",20
"0","6","20170715",21
"0","4","20171216",21
"0","5","20180210",21
"0","1","20131123",22
"0","1","20140118",22
"0","1","20150425",22
"0","1","20161105",22
"0","1","20170715",22
"0","1","20190126",22
"17","74","20140913",24
"8","46","20180113",24
"6","40","20190504",24
"14","240","20131221",25
"20","201","20150425",25
"21","195","20150801",25
"22","145","20170715",25
"6","23","20151010",27
"7","22","20160813",27
"7","16","20180519",27
"7","16","20190112",27
"7","15","20190406",27
"2","9","20140426",29
"1","9","20140802",29
"1","9","20140830",29
"0","9","20150606",29
"2","7","20160604",29
"1","5","20171230",29
"1","4","20180714",29
"1","4","20180908",29
"2","5","20190309",29
"0","2","20140927",30
"0","3","20161217",30
"1","3","20180602",30
"2","3","20190810",30
"24","92","20131207",31
"29","85","20140913",31
"17","81","20150411",31
"18","77","20150912",31
"26","73","20160116",31
"1","6","20140719",33
"1","6","20140927",33
"1","6","20160618",33
"1","6","20160813",33
"2","6","20161231",33
"1","6","20140621",34
"0","6","20141206",34
"0","2","20150912",34
"0","2","20160116",34
"0","4","20160730",34
"1","2","20181201",34
"6","40","20150131",35
"1","3","20131109",1
"0","2","20141025",1
"0","3","20150523",1
"4","9","20130928",2
"1","6","20180505",2
"1","6","20180519",2
"1","6","20180602",2
"6","20","20140830",3
"6","20","20150606",3
"7","22","20170128",3
"8","23","20170422",3
"6","22","20170812",3
"5","21","20171202",3
"8","20","20180908",3
"12","22","20181229",3
"8","19","20190323",3
"7","17","20190615",3
"2","8","20170128",5
"1","9","20170812",5
"1","10","20171202",5
"2","10","20181229",5
"2","8","20190323",5
"2","8","20190615",5
"0","5","20141122",6
"0","5","20170826",6
"0","6","20180421",6
"0","1","20171021",7
"1","2","20190420",7
"0","7","20140301",8
"0","3","20171230",8
"0","3","20180113",8
"5","16","20140201",9
"4","15","20140913",9
"2","10","20160924",9
"2","6","20131221",10
"1","4","20150103",10
"0","1","20180127",10
"0","1","20180310",10
"3","26","20130831",11
"5","24","20140301",11
"3","22","20141011",11
"3","17","20161105",11
"3","17","20170506",11
"2","16","20171104",11
"0","13","20180407",11
"2","13","20180811",11
"17","117","20151219",12
"17","111","20160730",12
"15","95","20161105",12
"15","76","20171104",12
"10","70","20180811",12
"6","58","20190406",12
"8","29","20141011",13
"8","29","20150411",13
"7","28","20150801",13
"12","29","20161008",13
"11","27","20170506",13
"7","23","20180519",13
"0","5","20150214",14
"0","3","20170325",14
"0","3","20180825",14
"0","3","20190406",14
"0","7","20131012",15
"1","3","20160312",15
"1","3","20161203",15
"1","3","20180616",15
"1","4","20180728",15
"0","2","20140510",17
"0","1","20151205",17
"0","2","20190223",17
"14","67","20150509",18
"9","49","20180224",18
"11","50","20180519",18
"3","14","20140621",19
"2","13","20140802",19
"2","13","20141122",19
"0","12","20170311",19
"1","9","20180324",19
"0","5","20150926",20
"0","4","20170128",20
"0","4","20170812",20
"0","4","20190615",20
"1","5","20140329",21
"0","6","20160910",21
"0","1","20170520",22
"0","1","20190209",22
"0","1","20190629",22
"0","1","20190810",22
"19","62","20160409",24
"13","57","20161119",24
"9","51","20170826",24
"13","96","20190713",25
"5","23","20150926",27
"5","23","20151107",27
"7","16","20180630",27
"2","9","20141206",29
"1","9","20150328",29
"2","7","20160702",29
"1","7","20160813",29
"2","5","20181215",29
"0","3","20160130",30
"1","3","20190126",30
"32","87","20140802",31
"31","86","20140830",31
"16","80","20150606",31
"15","80","20150620",31
"18","78","20150815",31
"13","57","20170909",31
"15","57","20171202",31
"16","52","20180908",31
"14","48","20181229",31
"15","47","20190323",31
"3","6","20170325",33
"1","3","20190126",33
"2","3","20190713",33
"1","6","20131221",34
"1","6","20140118",34
"0","2","20151205",34
"1","3","20170128",34
"1","2","20171202",34
"1","2","20181229",34
"1","2","20190323",34
"6","45","20140104",35
"6","43","20140816",35
"9","29","20190518",35
"2","3","20181006",33
"0","6","20131109",34
"7","47","20130914",35
"9","44","20140215",35
"5","44","20140913",35
"5","41","20141220",35
"3","38","20170114",35
"3","38","20170128",35
"4","35","20170506",35
"7","28","20181229",35
"8","31","20190504",35
"0","1","20161105",1
"4","9","20150509",2
"1","4","20190309",2
"5","25","20130914",3
"3","23","20140118",3
