Dept,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
All Metro Gov,5/9/2015,NO,NO,"Cut, laceration or scratches",1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,YES,YES,Fracture,2,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,YES,YES,Inflamation,1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,YES,YES,Sprain  (ligament),1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,NO,YES,Sprain  (ligament),1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,YES,YES,Sprain or Strain,1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,NO,YES,Sprain or Strain,1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,YES,YES,Strain (muscle/tendon),1,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,5/9/2015,NO,YES,Strain (muscle/tendon),4,1801437.223,194,350,469,21.53835809,38.85786254,52.0695358
All Metro Gov,4/25/2015,YES,YES,Animal Bite,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Bite,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,NO,NO,Bloodborne Disease,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,NO,NO,Bloodborne Pathogen Exposure,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Contusion/Bruise,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,NO,YES,Contusion/Bruise,2,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Multiple injuries,2,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Multiple natures,2,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Sprain  (ligament),2,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Sprain or Strain,2,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,NO,YES,Strain (muscle/tendon),1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,YES,YES,Strain (muscle/tendon),4,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/25/2015,NO,YES,Tear of muscle/tendon/ligament,1,1811597.457,202,357,482,22.30075995,39.41272921,53.21270443
All Metro Gov,4/11/2015,NO,NO,Bloodborne Disease,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,NO,Bloodborne Pathogen Exposure,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,YES,YES,Contusion/Bruise,2,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Contusion/Bruise,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Crushing,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Cumulative Injury,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,YES,YES,Cut or Laceration,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,YES,YES,"Cut, laceration or scratches",1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,NO,Exposure to Substance,2,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,"Scratches, abrasions-superficial",1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Sprain  (ligament),1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Sprain or Strain,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Strain (muscle/tendon),6,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,YES,YES,Strain (muscle/tendon),2,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,4/11/2015,NO,YES,Tear of muscle/tendon/ligament,1,1818945.91,199,355,488,21.88080458,39.03359611,53.65745043
All Metro Gov,3/28/2015,NO,NO,Bloodborne Disease,3,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,NO,Bloodborne Pathogen Exposure,3,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,"Concussion-Brain, cerebral",3,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Contusion/Bruise,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,NO,Cut or Laceration,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,NO,"Cut, laceration or scratches",1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Dislocation,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,NO,Infection,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,YES,Inflamation,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,YES,Other,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Other,2,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,YES,Sprain  (ligament),1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Sprain  (ligament),1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Sprain or Strain,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,YES,Sprain or Strain,1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,NO,YES,Strain (muscle/tendon),4,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/28/2015,YES,YES,Strain (muscle/tendon),1,1830670.41,201,351,485,21.9591685,38.34660768,52.98605334
All Metro Gov,3/14/2015,NO,NO,Bloodborne Disease,2,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,NO,Bloodborne Pathogen Exposure,2,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Contusion/Bruise,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,YES,Contusion/Bruise,2,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Cut or Laceration,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,"Cut, laceration or scratches",1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Dislocation,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Fracture,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,NO,Other,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,NO,Puncture,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,NO,"Scratches, abrasions-superficial",1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,YES,Sprain  (ligament),1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Sprain  (ligament),1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Sprain or Strain,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,YES,Sprain or Strain,1,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,YES,YES,Strain (muscle/tendon),5,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,3/14/2015,NO,YES,Strain (muscle/tendon),4,1839174.89,203,348,482,22.07511652,37.84305689,52.41480869
All Metro Gov,2/28/2015,YES,YES,"Concussion-Brain, cerebral",1,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Contusion/Bruise,4,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,NO,YES,Other,1,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Other,1,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Puncture,1,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,NO,YES,Sprain  (ligament),2,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Sprain  (ligament),2,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,NO,YES,Sprain or Strain,2,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Sprain or Strain,2,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,YES,YES,Strain (muscle/tendon),3,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,NO,YES,Strain (muscle/tendon),4,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/28/2015,NO,NO,Sudden Illness,1,1850490.6,207,349,486,22.37244545,37.71972687,52.52661105
All Metro Gov,2/14/2015,NO,NO,Bloodborne Disease,3,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,NO,Bloodborne Pathogen Exposure,3,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,YES,YES,"Concussion-Brain, cerebral",1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,YES,Contusion/Bruise,1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,NO,Exposure to Substance,1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,YES,Sprain  (ligament),1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,YES,YES,Sprain  (ligament),1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,YES,Sprain or Strain,1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,YES,YES,Sprain or Strain,1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,YES,Strain (muscle/tendon),2,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,NO,NO,Strain (muscle/tendon),1,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,2/14/2015,YES,YES,Strain (muscle/tendon),2,1861933.3,205,347,485,22.02012285,37.27308599,52.0963882
All Metro Gov,1/31/2015,NO,YES,NULL,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,NO,NO,Bloodborne Disease,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Bloodborne Disease,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Bloodborne Pathogen Exposure,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,NO,NO,Bloodborne Pathogen Exposure,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,"Concussion-Brain, cerebral",1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Contusion/Bruise,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Crushing,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Cumulative Injury,1,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,NO,YES,Strain (muscle/tendon),2,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/31/2015,YES,YES,Strain (muscle/tendon),2,1868745,218,365,506,23.3311661,39.06364967,54.15399105
All Metro Gov,1/17/2015,NO,NO,Animal Bite,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,NO,Bite,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,NO,Bloodborne Disease,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,NO,Bloodborne Pathogen Exposure,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,"Concussion-Brain, cerebral",1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,Contusion/Bruise,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Contusion/Bruise,2,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Cut or Laceration,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,Cut or Laceration,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,"Cut, laceration or scratches",1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,"Cut, laceration or scratches",1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Multiple injuries,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Multiple natures,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Sprain  (ligament),1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,Sprain  (ligament),1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Sprain or Strain,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,Sprain or Strain,1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,YES,YES,Strain (muscle/tendon),3,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/17/2015,NO,YES,Strain (muscle/tendon),1,1876760.15,227,376,520,24.19062447,40.06905198,55.41464635
All Metro Gov,1/3/2015,NO,NO,Bloodborne Disease,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,NO,NO,Bloodborne Pathogen Exposure,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,NO,YES,Contusion/Bruise,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,YES,YES,Contusion/Bruise,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,YES,YES,Dislocation,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,YES,YES,Fracture,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,NO,YES,Hyperextension,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,YES,YES,Other,1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,YES,YES,Strain (muscle/tendon),1,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,1/3/2015,NO,YES,Strain (muscle/tendon),2,1887753.91,230,381,525,24.36758295,40.36543089,55.62165674
All Metro Gov,12/20/2014,NO,NO,Bloodborne Disease,3,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Bloodborne Pathogen Exposure,3,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,"Concussion-Brain, cerebral",1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Cut or Laceration,2,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,"Cut, laceration or scratches",2,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Exposure to Substance,1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,YES,YES,Fracture,1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Inflamation,1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Other,1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,YES,Sprain  (ligament),1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,YES,Sprain or Strain,1,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,YES,YES,Strain (muscle/tendon),4,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,YES,Strain (muscle/tendon),2,1894874.96,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,NO,Bloodborne Disease,2,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,NO,Bloodborne Pathogen Exposure,2,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,"Concussion-Brain, cerebral",1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Cut or Laceration,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,"Cut, laceration or scratches",1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Inflammation,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Inhilation of an unknown substance,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,NO,Other,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Other,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,YES,Sprain  (ligament),1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Sprain  (ligament),1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Sprain or Strain,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,YES,Sprain or Strain,1,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Strain (muscle/tendon),3,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,YES,Strain (muscle/tendon),2,1905038.21,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Chemical Exposure,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Cold Illness,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Contusion/Bruise,3,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Cut or Laceration,2,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,"Cut, laceration or scratches",2,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Fracture,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Fracture,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Sprain  (ligament),1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Sprain  (ligament),1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Sprain or Strain,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Sprain or Strain,1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Strain (muscle/tendon),1,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Strain (muscle/tendon),2,1913575.99,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Bloodborne Disease,4,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Bloodborne Pathogen Exposure,4,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,"Concussion-Brain, cerebral",2,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Contusion/Bruise,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,YES,YES,Cut or Laceration,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,YES,YES,"Cut, laceration or scratches",1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Exhaustion,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Fracture,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Human Bite,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Infection,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Puncture,1,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Sprain  (ligament),3,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Sprain or Strain,3,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,YES,YES,Strain (muscle/tendon),3,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Strain (muscle/tendon),2,1923091.74,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Bloodborne Disease,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Bloodborne Pathogen Exposure,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,YES,"Concussion-Brain, cerebral",1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Cut or Laceration,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,"Cut, laceration or scratches",1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,YES,Fracture,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Hernia,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Multiple injuries,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Multiple natures,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Puncture,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Sprain  (ligament),1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Sprain  (ligament),1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Sprain or Strain,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Sprain or Strain,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Strain (muscle/tendon),1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,YES,Strain (muscle/tendon),4,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Sudden Illness,1,1933980.26,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,NULL,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,"Concussion-Brain, cerebral",1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,Contusion/Bruise,2,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Crushing,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Cumulative Injury,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Cut or Laceration,2,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Cut or Laceration,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,"Cut, laceration or scratches",1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,"Cut, laceration or scratches",2,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Eye Injury,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Other,1,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Puncture,2,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Sprain  (ligament),2,1944012.05,NULL,NULL,NULL,NULL,NULL,NULL
